id,name,type,path,description,real_time_cluster,audience_size_lower_bound,audience_size_upper_bound
6023460572383,Owns: ZTE,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: ZTE']",People who are likely to own a ZTE mobile device,False,8748290,10287990
6023460579583,Owns: Tecno,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Tecno']",People who are likely to own a Tecno mobile device,False,86039194,101182093
6023460590583,Owns: Cherry Mobile,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Cherry Mobile']",People who are likely to own a Cherry mobile device,False,113265,133200
6023516315983,Lived in Sri Lanka (Formerly Expats - Sri Lanka),behaviors,"['Expats', 'Lived in Sri Lanka (Formerly Expats - Sri Lanka)']",People who used to live in Sri Lanka who now live abroad,False,1085659,1276736
6023516338783,Lived in Morocco (Formerly Expats - Morocco),behaviors,"['Expats', 'Lived in Morocco (Formerly Expats - Morocco)']",People who used to live in Morocco who now live abroad,False,2118781,2491687
6023516430783,Lived in UAE (Formerly Expats - UAE),behaviors,"['Expats', 'Lived in UAE (Formerly Expats - UAE)']",People who used to live in the United Arab Emirates who now live abroad,False,1739714,2045904
6023516368383,Lived in New Zealand (Formerly Expats - New Zealand),behaviors,"['Expats', 'Lived in New Zealand (Formerly Expats - New Zealand)']",People who used to live in New Zealand who now live abroad,False,1407213,1654883
6023516373983,Lived in Congo DRC (Formerly Expats - Congo DRC),behaviors,"['Expats', 'Lived in Congo DRC (Formerly Expats - Congo DRC)']",People who used to live in Democratic Republic of the Congo who now live abroad,False,2337323,2748692
6023516403783,Lived in Singapore (Formerly Expats - Singapore),behaviors,"['Expats', 'Lived in Singapore (Formerly Expats - Singapore)']",People who used to live in Singapore who now live abroad,False,95167,111917
6023620475783,Lived in United States (Formerly Expats - United States),behaviors,"['Expats', 'Lived in United States (Formerly Expats - United States)']",People who used to live in the United States who now live abroad,False,19764573,23243138
6023675997383,Lived in Austria (Formerly Expats - Austria),behaviors,"['Expats', 'Lived in Austria (Formerly Expats - Austria)']",People who used to live in Austria who now live abroad,False,149669,176011
6023676002183,Lived in Cyprus (Formerly Expats - Cyprus),behaviors,"['Expats', 'Lived in Cyprus (Formerly Expats - Cyprus)']",People who used to live in Cyprus who now live abroad,False,88585,104177
6068209522983,Lived in Finland (Formerly Expats - Finland),behaviors,"['Expats', 'Lived in Finland (Formerly Expats - Finland)']",People who used to live in Finland who now live abroad,False,113995,134059
6023676017583,Lived in Greece (Formerly Expats - Greece),behaviors,"['Expats', 'Lived in Greece (Formerly Expats - Greece)']",People who used to live in Greece who now live abroad,False,6056,7123
6023676022783,Lived in Hong Kong (Formerly Expats - Hong Kong),behaviors,"['Expats', 'Lived in Hong Kong (Formerly Expats - Hong Kong)']",People who used to live in Hong Kong who now live abroad,False,765766,900541
6023676028783,Lived in Japan (Formerly Expats - Japan),behaviors,"['Expats', 'Lived in Japan (Formerly Expats - Japan)']",People who used to live in Japan who now live abroad,False,1718736,2021234
6068613839383,Lived in Latvia (Formerly Expats - Latvia),behaviors,"['Expats', 'Lived in Latvia (Formerly Expats - Latvia)']",People who used to live in Latvia who now live abroad,False,154409,181585
6023676039183,Lived in Lithuania (Formerly Expats - Lithuania),behaviors,"['Expats', 'Lived in Lithuania (Formerly Expats - Lithuania)']",People who used to live in Lithuania who now live abroad,False,244000,286945
6023676044383,Lived in Luxembourg (Formerly Expats - Luxembourg),behaviors,"['Expats', 'Lived in Luxembourg (Formerly Expats - Luxembourg)']",People who used to live in Luxembourg who now live abroad,False,33091,38916
6023676045583,Lived in Malta (Formerly Expats - Malta),behaviors,"['Expats', 'Lived in Malta (Formerly Expats - Malta)']",People who used to live in Malta who now live abroad,False,37487,44085
6023676048183,Lived in Monaco (Formerly Expats - Monaco),behaviors,"['Expats', 'Lived in Monaco (Formerly Expats - Monaco)']",People who used to live in Monaco who now live abroad,False,26442,31096
6023676055383,Lived in Slovakia (Formerly Expats - Slovakia),behaviors,"['Expats', 'Lived in Slovakia (Formerly Expats - Slovakia)']",People who used to live in Slovakia who now live abroad,False,251060,295247
6023676060183,Lived in Slovenia (Formerly Expats - Slovenia),behaviors,"['Expats', 'Lived in Slovenia (Formerly Expats - Slovenia)']",People who used to live in Slovenia who now live abroad,False,62680,73712
6023676072183,Lived in Mexico (Formerly Expats - Mexico),behaviors,"['Expats', 'Lived in Mexico (Formerly Expats - Mexico)']",People who used to live in Mexico who now live abroad,False,12571687,14784304
6025000826583,Lived in Argentina (Formerly Expats - Argentina),behaviors,"['Expats', 'Lived in Argentina (Formerly Expats - Argentina)']",People who used to live in Argentina who now live abroad,False,1332651,1567198
6025000823583,Lived in Israel (Formerly Expats - Israel),behaviors,"['Expats', 'Lived in Israel (Formerly Expats - Israel)']",People who used to live in Israel who now live abroad,False,565237,664719
6025000815983,Lived in Russia (Formerly Expats - Russia),behaviors,"['Expats', 'Lived in Russia (Formerly Expats - Russia)']",People who used to live in Russia who now live abroad,False,1305898,1535737
6025000813183,Lived in Saudi Arabia (Formerly Expats - Saudi Arabia),behaviors,"['Expats', 'Lived in Saudi Arabia (Formerly Expats - Saudi Arabia)']",People who used to live in the Kingdom of Saudi Arabia who now live abroad,False,1194898,1405201
6025054896983,Lived in Chile (Formerly Expats - Chile),behaviors,"['Expats', 'Lived in Chile (Formerly Expats - Chile)']",People who used to live in Chile who now live abroad,False,569667,669929
6025670492783,Lived in Rwanda (Formerly Expats - Rwanda),behaviors,"['Expats', 'Lived in Rwanda (Formerly Expats - Rwanda)']",People who used to live in Rwanda who now live abroad,False,143460,168709
6025753961783,Family of those who live abroad,behaviors,"['Expats', 'Family of those who live abroad']",Family of people who now live abroad,False,33131941,38963163
6026404871583,Lived in Venezuela (Formerly Expats - Venezuela),behaviors,"['Expats', 'Lived in Venezuela (Formerly Expats - Venezuela)']",People who used to live in Venezuela who now live abroad,False,5459720,6420631
6026660740983,Owns: Galaxy S6,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S6']",People who are likely to own a Samsung Galaxy S6 mobile device,False,813022,956115
6027147160983,Lived in Malaysia (Formerly Expats - Malaysia),behaviors,"['Expats', 'Lived in Malaysia (Formerly Expats - Malaysia)']",People who used to live in Malaysia who now live abroad,False,2009846,2363580
6027148962983,Lived in Romania (Formerly Expats - Romania),behaviors,"['Expats', 'Lived in Romania (Formerly Expats - Romania)']",People who used to live in Romania who now live abroad,False,1824068,2145105
6027148973583,Lived in South Korea (Formerly Expats - South Korea),behaviors,"['Expats', 'Lived in South Korea (Formerly Expats - South Korea)']",People who used to live in South Korea who now live abroad,False,3696511,4347098
6027149004983,Lived in Serbia (Formerly Expats - Serbia),behaviors,"['Expats', 'Lived in Serbia (Formerly Expats - Serbia)']",People who used to live in Serbia who now live abroad,False,587500,690901
6027149006383,Lived in Vietnam (Formerly Expats - Vietnam),behaviors,"['Expats', 'Lived in Vietnam (Formerly Expats - Vietnam)']",People who used to live in Vietnam who now live abroad,False,5489125,6455211
6027149008183,Lived in Peru (Formerly Expats - Peru),behaviors,"['Expats', 'Lived in Peru (Formerly Expats - Peru)']",People who used to live in Peru who now live abroad,False,1834936,2157885
6028974370383,People who prefer high-value goods in India,behaviors,"['Consumer Classification', 'India', 'People who prefer high-value goods in India']","Aligned to (A) group, people in India who are predicted to prefer high-value goods",False,89202746,104902430
6028974351183,People who prefer mid and high-value goods in India,behaviors,"['Consumer Classification', 'India', 'People who prefer mid and high-value goods in India']","Aligned to (A+B) group, people in India who are predicted to prefer mid-high-value goods",False,149225542,175489238
6029587661983,Facebook access (OS): Windows 10,behaviors,"['Digital activities', 'Operating System Used', 'Facebook access (OS): Windows 10']",People who primarily access Facebook using Windows 10,False,59132,69540
6031259562783,Owns: iPhone 6S,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone 6S']",People who are likely to own an iPhone 6S mobile device,False,3818431,4490475
6031259590183,Owns: iPhone 6S Plus,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone 6S Plus']",People who are likely to own an iPhone 6S Plus mobile device,False,3235613,3805081
6041891177783,New Page Admins,behaviors,"['Digital activities', 'Facebook page admins', 'New Page Admins']",People who have become Facebook Page admins within the past 2 weeks.,False,366131438,430570572
6042330550783,Owns: Galaxy Note 5,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy Note 5']",People who are likely to own a Samsung Galaxy Note 5 mobile device,False,35215,41413
6043341245183,Owns: LG V10,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'LG', 'Owns: LG V10']",People who are likely to own an LG V10 mobile device,False,13941,16395
6043702804583,Lived in Belgium (Formerly Expats - Belgium),behaviors,"['Expats', 'Lived in Belgium (Formerly Expats - Belgium)']",People who used to live in Belgium who now live abroad,False,364345,428470
6043523344783,Owns: Galaxy S7,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S7']",People who are likely to own a Samsung Galaxy S7  mobile device,False,1193233,1403243
6043522870783,Owns: Galaxy S7 Edge,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S7 Edge']",People who are likely to own a Samsung Galaxy S7 Edge mobile device,False,1312069,1542994
6046095968983,People who prefer high-value goods in South Africa,behaviors,"['Consumer Classification', 'South Africa', 'People who prefer high-value goods in South Africa']","Aligned to (8,9,10) LSM group, people in South Africa who are predicted to prefer high-value goods",False,2408606,2832521
6046096047583,People who prefer mid and high-value goods in South Africa,behaviors,"['Consumer Classification', 'South Africa', 'People who prefer mid and high-value goods in South Africa']","Aligned to (5,6,7) LSM group, people in South Africa who are predicted to prefer mid-high-value goods",False,3942245,4636081
6046096201583,People who prefer high-value goods in Brazil,behaviors,"['Consumer Classification', 'Brazil', 'People who prefer high-value goods in Brazil']","Aligned to (A+B) group, people in Brazil who are predicted to prefer high-value goods",False,11866619,13955145
6054947014783,Owns: iPhone SE,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone SE']",People who likely to own an iPhone SE mobile device,False,9890211,11630889
6047219032183,Lived in Zambia (Formerly Expats - Zambia),behaviors,"['Expats', 'Lived in Zambia (Formerly Expats - Zambia)']",People who used to live in Zambia who now live abroad,False,278914,328004
6055133998183,Facebook access (browser): Microsoft Edge,behaviors,"['Digital activities', 'Internet Browser Used', 'Facebook access (browser): Microsoft Edge']",People who primarily access Facebook using Microsoft Edge,False,21121118,24838435
6056265200983,Owns: Oppo,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Oppo']",People who are likely to own an Oppo mobile device,False,186078377,218828172
6056265212183,Owns: VIVO devices,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: VIVO devices']",people who are likely to own VIVO mobile devices,False,176181988,207190018
6058034528983,Owns: Galaxy Note 7,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy Note 7']",People who are likely to own a Samsung Galaxy Note 7  mobile device,False,141,166
6059793664583,Lived in Honduras (Formerly Expats - Honduras),behaviors,"['Expats', 'Lived in Honduras (Formerly Expats - Honduras)']",People who used to live in Honduras who now live abroad,False,1699340,1998425
6060616578383,Owns: iPhone 7,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone 7']",People who are likely to own an iPhone 7 mobile device,False,6643421,7812664
6060616598183,Owns: iPhone 7 Plus,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone 7 Plus']",People who are likely to own an iPhone 7 Plus mobile device,False,8574762,10083921
6061668174383,Owns: Google Pixel,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Google', 'Owns: Google Pixel']",People who are likely to own a Google Pixel mobile device,False,32346,38039
6063136545383,Android: 360 degree media supported,behaviors,"['Mobile Device User', 'Android: 360 degree media supported']","People whose primary mobile device is Android with support for 360 degree media (photos, videos)",False,1212337293,1425708657
6063268655983,Facebook access (OS): Mac Sierra,behaviors,"['Digital activities', 'Operating System Used', 'Facebook access (OS): Mac Sierra']",People who  primarily access Facebook using Mac Sierra,False,1766904,2077880
6065048233383,Android: 360 degree media not supported,behaviors,"['Mobile Device User', 'Android: 360 degree media not supported']","People whose primary mobile device is Android without support for 360 degree media (photos, videos)",False,2023000,2379049
6068844014183,Lived in Lebanon (Formerly Expats - Lebanon),behaviors,"['Expats', 'Lived in Lebanon (Formerly Expats - Lebanon)']",People who used to live in Lebanon who now live abroad,False,784198,922218
6068843912183,Lived in Jordan (Formerly Expats - Jordan),behaviors,"['Expats', 'Lived in Jordan (Formerly Expats - Jordan)']",People who used to live in Jordan who now live abroad,False,818164,962162
6071248932383,Lived in Algeria (Formerly Expats - Algeria),behaviors,"['Expats', 'Lived in Algeria (Formerly Expats - Algeria)']",People who used to live in Algeria who now live abroad,False,1106998,1301830
6071248894383,Lived in Nicaragua (Formerly Expats - Nicaragua),behaviors,"['Expats', 'Lived in Nicaragua (Formerly Expats - Nicaragua)']",People who used to live in Nicaragua who now live abroad,False,954938,1123008
6071248981583,Lived in Kuwait (Formerly Expats - Kuwait),behaviors,"['Expats', 'Lived in Kuwait (Formerly Expats - Kuwait)']",People who used to live in Kuwait who now live abroad,False,161071,189420
6071249058983,Lived in Qatar (Formerly Expats - Qatar),behaviors,"['Expats', 'Lived in Qatar (Formerly Expats - Qatar)']",People who used to live in Qatar who now live abroad,False,126424,148675
6071590219583,Owns: Gionee,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Gionee']",People who are likely to own a Gionee mobile device,False,1071254,1259795
6075237200983,Owns: Galaxy S8,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S8']",People who are likely to own a Galaxy S8 mobile device,False,2847955,3349196
6075237226583,Owns: Galaxy S8+,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S8+']",People who are likely to own a Galaxy S8+ mobile device,False,1750989,2059164
6080562616983,Soccer fans (high content engagement),behaviors,"['Soccer', 'Soccer fans (high content engagement)']",Interacted with content related to football (US soccer) 5 or more times over the past 90 days,False,10242394,12045056
6080562614783,Soccer fans (moderate content engagement),behaviors,"['Soccer', 'Soccer fans (moderate content engagement)']",Interacted with content related to football (US soccer) and sports less than 5 times over the past 90 days.,False,95815109,112678569
6082317210583,People who prefer high-value goods in UAE,behaviors,"['Consumer Classification', 'UAE', 'People who prefer high-value goods in UAE']","Aligned to (A) group, people in UAE who are predicted to prefer high-value goods",False,66471,78171
6082317378383,People who prefer mid and high-value goods in UAE,behaviors,"['Consumer Classification', 'UAE', 'People who prefer mid and high-value goods in UAE']","Aligned to (A+B) group, people in UAE who are predicted to prefer mid-high-value goods",False,338853,398492
6082317392983,People who prefer high-value goods in Kingdom of Saudi Arabia,behaviors,"['Consumer Classification', 'Kingdom of Saudi Arabia', 'People who prefer high-value goods in Kingdom of Saudi Arabia']","Aligned to (A) group, people in Kingdom of Saudi Arabia who are predicted to prefer high-value goods",False,1129341,1328106
6082317405583,People who prefer mid and high-value goods in Kingdom of Saudi Arabia,behaviors,"['Consumer Classification', 'Kingdom of Saudi Arabia', 'People who prefer mid and high-value goods in Kingdom of Saudi Arabia']","Aligned to (A+B) group, people in Kingdom of Saudi Arabia who are predicted to prefer mid-high-value goods",False,2454103,2886026
6083036245383,Owns: Galaxy Note 8,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy Note 8']",People who are likely to own a Samsung Galaxy Note 8 mobile device,False,34727,40839
6085888747383,People who prefer high-value goods in Mexico,behaviors,"['Consumer Classification', 'Mexico', 'People who prefer high-value goods in Mexico']","Aligned to (AB) group, people in Mexico who are predicted to prefer high-value goods",False,5003324,5883910
6085888777383,People who prefer mid and high-value goods in Mexico,behaviors,"['Consumer Classification', 'Mexico', 'People who prefer mid and high-value goods in Mexico']","Aligned to (ABC+) group, people in Mexico who are predicted to prefer mid-high-value goods",False,15953181,18760942
6086568164383,Marketing API developers (last 90 days),behaviors,"['More Categories', 'Marketing API developers (last 90 days)']",App developers that have used Facebook Marketing API in the last 90 days.,False,51231,60248
6086326043983,People who prefer high-value goods in Chile,behaviors,"['Consumer Classification', 'Chile', 'People who prefer high-value goods in Chile']","Aligned to (ABC1) group, people in Chile who are predicted to prefer high-value goods",False,746236,877574
6086326068183,People who prefer mid and high-value goods in Chile,behaviors,"['Consumer Classification', 'Chile', 'People who prefer mid and high-value goods in Chile']","Aligned to (A+B) group, people in Chile who are predicted to prefer mid-high-value goods",False,2258898,2656465
6086326072983,People who prefer high-value goods in Argentina,behaviors,"['Consumer Classification', 'Argentina', 'People who prefer high-value goods in Argentina']","Aligned to (ABC1) group, people in Argentina who are predicted to prefer high-value goods",False,963189,1132711
6086326078383,People who prefer mid and high-value goods in Argentina,behaviors,"['Consumer Classification', 'Argentina', 'People who prefer mid and high-value goods in Argentina']","Aligned to (ABC1+C2) group, people in Argentina who are predicted to prefer mid-high-value goods",False,3591413,4223502
6089632523783,People who prefer high-value goods in Turkey,behaviors,"['Consumer Classification', 'Turkey', 'People who prefer high-value goods in Turkey']","Aligned to (A) SES group, people in Turkey who are predicted to prefer high-value goods",False,1710972,2012104
6089632452783,People who prefer mid and high-value goods in Turkey,behaviors,"['Consumer Classification', 'Turkey', 'People who prefer mid and high-value goods in Turkey']","Aligned to (A+B) SES group, People in Turkey who are predicted to prefer mid-high-value goods",False,7006981,8240210
6091658707783,Uses a mobile device (less than 1 month),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (less than 1 month)']",People who are likely to have used a mobile device for less than 1 month,False,125655739,147771150
6091658708183,Uses a mobile device (1-3 months),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (1-3 months)']",People who are likely to have used a mobile device for 1-3 months,False,174124546,204770467
6091658512983,Uses a mobile device (4-6 months),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (4-6 months)']",People who are likely to have used a mobile device for 4-6 months,False,197782664,232592414
6091658512183,Uses a mobile device (7-9 months),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (7-9 months)']",People who are likely to have used a mobile device for 7-9 months,False,160185131,188377715
6091658540583,Uses a mobile device (10-12 months),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (10-12 months)']",People who are likely to have used a mobile device for 10-12 months,False,136363965,160364024
6091658562383,Uses a mobile device (13-18 months),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (13-18 months)']",People who are likely to have used a mobile device for 13-18 months,False,214279130,251992257
6091658651583,Uses a mobile device (19-24 months),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (19-24 months)']",People who are likely to have used a mobile device for 19-24 months,False,179831366,211481687
6091658683183,Uses a mobile device (25 months+),behaviors,"['Mobile Device User/Device Use Time', 'Uses a mobile device (25 months+)']",People who are likely to have used a mobile device for 25+ months,False,614376822,722507143
6092145447383,People who prefer high-value goods in Indonesia,behaviors,"['Consumer Classification', 'Indonesia', 'People who prefer high-value goods in Indonesia']","Aligned to (Upper I) group, people in Indonesia who are predicted to prefer high-value goods",False,16489576,19391742
6092512412783,Facebook access (mobile): iPhone 8,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Facebook access (mobile): iPhone 8']",People who are likely to own an iPhone 8 mobile device,False,5524346,6496631
6092512424583,Facebook access (mobile): iPhone 8 Plus,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Facebook access (mobile): iPhone 8 Plus']",People who are likely to own an iPhone 8 Plus mobile device,False,8227003,9674956
6092512462983,Facebook access (mobile): iPhone X,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Facebook access (mobile): iPhone X']",People who are likely to own an iPhone X mobile device,False,7460095,8773072
6100052630783,Interested in Upcoming Events,behaviors,"['More Categories', 'Interested in Upcoming Events']",People who have expressed interest in attending an upcoming Facebook event.,False,7503734,8824392
6100406737783,People who prefer high-value goods in Pakistan,behaviors,"['Consumer Classification', 'Pakistan', 'People who prefer high-value goods in Pakistan']","Aligned to (A) SEC group, people in Pakistan who are predicted to prefer high-value goods",False,1542760,1814286
6100407062383,People who prefer mid and high-value goods in Pakistan,behaviors,"['Consumer Classification', 'Pakistan', 'People who prefer mid and high-value goods in Pakistan']","Aligned to (A+B) SEC group, people in Pakistan who are predicted to prefer mid-high-value goods",False,7598754,8936135
6100407234583,People who prefer mid and high-value goods in Malaysia,behaviors,"['Consumer Classification', 'Malaysia', 'People who prefer mid and high-value goods in Malaysia']","Aligned to (AB+C1) SEC group, people in Malaysia who are predicted to prefer mid-high-value goods",False,6199743,7290898
6100407132383,People who prefer high-value goods in Malaysia,behaviors,"['Consumer Classification', 'Malaysia', 'People who prefer high-value goods in Malaysia']","Aligned to (AB) SEC group, people in Malaysia who are predicted to prefer high-value goods",False,2366806,2783365
6106223987983,Owns: Galaxy S9,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S9']",People who are likely to own a Galaxy S9 mobile device,False,3435072,4039645
6106224431383,Owns: Galaxy S9+,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy S9+']",People who are likely to own a Galaxy S9+ mobile device,False,3203164,3766921
6106805412383,Owns: OnePlus,behaviors,"['Mobile Device User', 'Owns: OnePlus']",People who are likely to own a OnePlus mobile device,False,19003148,22347703
6110446593183,People  in Indonesia who prefer mid and high-value goods,behaviors,"['Consumer Classification', 'Indonesia', 'People  in Indonesia who prefer mid and high-value goods']","Aligned to (Upper I, Upper II and Middle I) group, people in Indonesia who are predicted to prefer high-value goods",False,41190690,48440252
6110813675983,People in Brazil who prefer mid and high-value goods,behaviors,"['Consumer Classification', 'Brazil', 'People in Brazil who prefer mid and high-value goods']","Aligned to (A+B+C) group, people in Brazil who are predicted to prefer mid and high-value goods",False,28683606,33731921
6110633547383,People who prefer high-value goods in Philippines,behaviors,"['Consumer Classification', 'Philippines', 'People who prefer high-value goods in Philippines']","Aligned to (A) group, people in Philippines who are predicted to prefer high-value goods",False,6202932,7294649
6110636171983,People who prefer mid and high-value goods in Philippines,behaviors,"['Consumer Classification', 'Philippines', 'People who prefer mid and high-value goods in Philippines']","Aligned to (A+B) group, people in Philippines who are predicted to prefer mid-high-value goods",False,27635742,32499633
6120699687383,Facebook access (mobile): iPhone XS,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Facebook access (mobile): iPhone XS']",People who are likely to own an iPhone XS mobile device,False,4358253,5125306
6120699721983,Facebook access (mobile): iPhone XS Max,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Facebook access (mobile): iPhone XS Max']",People who are likely to own an iPhone XS Max mobile device,False,6925937,8144903
6120699725783,Facebook access (mobile): iPhone XR,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Facebook access (mobile): iPhone XR']",People who are likely to own an iPhone XR mobile device,False,14466505,17012611
6202657388783,People who have visited Facebook Gaming,behaviors,"['Digital activities', 'People who have visited Facebook Gaming']","People who have recently accessed Facebook Gaming to watch videos, view posts, access tournaments or play games.",False,13878593,16321226
6203619619383,Friends of Soccer fans,behaviors,"['Soccer', 'Friends of Soccer fans']",Friends of anyone that is a moderately or highly engaged football (US soccer) fan. Excludes people that are already football fans.,False,1693763162,1991865479
6203619967383,Friends of those who live abroad,behaviors,"['Expats', 'Friends of those who live abroad']",Friends of people who now live abroad,False,1824701193,2145848604
6297846662583,Instagram Business Profile Admins,behaviors,"['Digital activities', 'Instagram Business Profile Admins']",People who are an administrator of an Instagram business profile,False,52277124,61477898
6273196847983,New Active Business (< 12 months),behaviors,"['Digital Activities', 'New Active Business (< 12 months)']",Admins of engaged businesses that were created in the last 12 months.,False,15270300,17957873
6273108079183,New Active Business (< 6 months),behaviors,"['Digital Activities', 'New Active Business (< 6 months)']",Admins of engaged businesses that were created in the last 6 months.,False,8597396,10110538
6273108107383,New Active Business (< 24 months),behaviors,"['Digital Activities', 'New Active Business (< 24 months)']",Admins of engaged businesses that were created in the last 24 months.,False,25688340,30209488
6320095608983,Recently Detected Devices,behaviors,"['Behaviors', 'Mobile Device User', 'All Mobile Devices by Operating System', 'Facebook access (mobile)', 'Recently Detected Devices']",Users who have recently connected to Facebook on a new smartphone device,False,683150829,803385375
6320095650783,Recently Detected Iphone 14 Devices,behaviors,"['Behaviors', 'Mobile Device User', 'All Mobile Devices by Operating System', 'Facebook access (mobile)', 'Recently Detected Iphone 14 Devices']",Users who have recently connected to Facebook on an iPhone 14 device,False,16474596,19374126
6378518542983,All creators,behaviors,"['Digital activities', 'All creators']",People who are creators on Facebook and Instagram.,False,17925684,21080605
6378552460983,Internet personality creators,behaviors,"['Digital activities', 'Internet personality creators']",People who are internet personality creators on Facebook and Instagram.,False,5764345,6778870
6378532690183,Music creators,behaviors,"['Digital activitiesTeam', 'Music creators']",People who are music creators on Facebook and Instagram.,False,1684880,1981419
6377407066783,Food and drink creators,behaviors,"['Digital activities', 'Food and drink creators']",People who are food and drink creators on Facebook and Instagram.,False,982214,1155084
6377406843183,Travel and outdoors creators,behaviors,"['Digital activities', 'Travel and outdoors creators']",People who are travel and outdoors creators on Facebook and Instagram.,False,760341,894162
6377407134383,Health and wellness creators,behaviors,"['Digital activities', 'Health and wellness creators']",People who are health and wellness creators on Facebook and Instagram.,False,260752,306645
6377178995383,Shops admins,behaviors,"['Digital Activities', 'Shops admins']",People who manage a shop on Facebook or Instagram.,False,672632,791016
6356471865383,Facebook Lite app users,behaviors,"['Digital activities', 'Facebook Lite app users']",People who use the Facebook Lite app.,False,291872872,343242498
