region,highest_match,similarity
Matsu Islands,['Kaohsiung'],36.36363636363637
Changhua County,['Tainan'],38.095238095238095
Chiayi County,['Taichung'],38.095238095238095
Keelung,['Kaohsiung'],50.0
Nantou County,['Kaohsiung'],36.36363636363637
Yilan County,['Kaohsiung'],38.095238095238095
Hualien County,['Tainan'],40.0
Yunlin County,['Fujian' 'Tainan'],31.57894736842105
Miaoli County,['Kaohsiung'],45.45454545454546
Hsinchu County,['Taichung'],45.45454545454546
Cayman Brac,['West Bay'],31.57894736842105
Little Cayman,['Sister Islands'],44.44444444444444
Grand Cayman,['George Town'],34.78260869565217
Western Province,['Iburengerazuba'],19.999999999999996
Northern Province,['Iburengerazuba'],25.806451612903224
Eastern Province,['Amajyepfo'],24.0
Southern Province,['Iburengerazuba'],25.806451612903224
Pool Department,['Plateaux'],43.47826086956522
Niari Department,['Niari'],47.61904761904761
North Province,['Nord'],33.333333333333336
South Province,['Sud'],23.529411764705888
Loyalty Islands,['Îles Loyauté'],37.03703703703704
Vágar,['Vågø'],44.44444444444444
Beni Department,['Beni'],42.10526315789473
Pando Department,['Pando'],47.61904761904761
Oruro Department,['Oruro'],47.61904761904761
Western Province,['Trincomalee'],37.03703703703704
Northern Province,['Trincomalee'],35.71428571428571
North Central Province,['Batticaloa' 'Moneragala'],31.25
North Western Province,['Trincomalee'],30.303030303030297
Central Province,['Trincomalee'],37.03703703703704
Eastern Province,['Trincomalee'],37.03703703703704
Southern Province,['Trincomalee'],35.71428571428571
Uva Province,['Trincomalee'],43.47826086956522
Sabaragamuwa Province,['Moneragala'],32.25806451612904
Bagmati Zone,['Far-Western'],26.086956521739136
Bheri Zone,['Far-Western' 'Mid-Western'],28.57142857142857
Dhaulagiri Zone,['Far-Western' 'Mid-Western'],23.076923076923073
Mahakali Zone,['Mid-Western'],25.0
Karnali Zone,['Central'],31.57894736842105
Lumbini Zone,['Mid-Western'],17.391304347826086
Kosi Zone,['Far-Western' 'Mid-Western'],19.999999999999996
Gandaki Zone,['Central'],21.052631578947366
Janakpur Zone,['Far-Western'],25.0
Rapti Zone,['East' 'Far-Western'],28.57142857142857
Sagarmatha Zone,['Far-Western'],30.76923076923077
Seti Zone,['West'],30.76923076923077
Narayani Zone,['Far-Western'],25.0
Mechi Zone,['Mid-Western'],28.57142857142857
Rift Valley Province,['Taita Taveta'],37.5
Coast Province,['West Pokot'],41.666666666666664
Central Province,['Tana River' 'West Pokot'],38.46153846153846
North Eastern Province,['Trans Nzoia'],36.36363636363637
Eastern Province,['Tana River' 'West Pokot'],38.46153846153846
Nyanza Province,['Nyandarua'],50.0
Penal-Debe Regional Corporation,['Penal-Debe'],48.78048780487805
Siparia Regional Corporation,['Diego Martin'],44.99999999999999
Rio Claro-Mayaro Regional Corporation,['Mayaro/Rio Claro'],49.056603773584904
La Colle,['Monaco'],28.57142857142857
Saint Roman,['Monaco'],23.529411764705888
Fontvieille,['Monaco'],23.529411764705888
La Condamine,['Monaco'],33.333333333333336
Les Révoires,['Monaco'],11.111111111111116
Larvotto,['Monaco'],28.57142857142857
Le Portier,['Monaco'],12.5
Saint Michel,['Monaco'],22.22222222222222
South Eastern Region,['Nofsinhar'],27.586206896551722
Gozo,['Xlokk'],22.22222222222222
Northern Region,['Nofsinhar'],33.333333333333336
Southern Region,['Ċentrali'],26.086956521739136
Kurzeme Planning Region,['Kurzeme'],46.666666666666664
Riga Planning Region,['Riga'],33.333333333333336
